yourlist:M20201204A94466D2655679D1FD8953E075198DA81C4780X	Entry
SLC11A2	A0A0X8GKR4
SLC11A2	A0A2R8Y4F9
SLC11A2	A0A2R8Y5L1
SLC11A2	A0A2R8Y5Q7
SLC11A2	A0A2R8YD71
SLC11A2	A0A2R8YDL2
SLC11A2	B3KY44
SLC11A2	F8VR36
SLC11A2	F8VRL7
SLC11A2	F8VWB0
SLC11A2	F8W154
SLC11A2	F8W1C0
SLC11A2	F8W1D8
SLC11A2	F8W1F2
SLC11A2	F8W1P7
SLC11A2	H0YIV3
SLC11A2	P49281
SLC18A3	Q16572
SLC2A2	A0A0C4DH64
SLC2A2	C9J0E8
SLC2A2	F8WBJ2
SLC2A2	L8E6W0
SLC2A2	P11168
SLC2A2	Q6PAU8
SLC6A3	Q01959
SLC6A3	Q9Y610
SLC6A4	B3VRQ0
SLC6A4	B3VRQ5
SLC6A4	B3VRR0
SLC6A4	B3VRR5
SLC6A4	B3VRS0
SLC6A4	B3VRS5
SLC6A4	B3VRT5
SLC6A4	B3VRU0
SLC6A4	B3VRU5
SLC6A4	B3VRV0
SLC6A4	B3VRV5
SLC6A4	B3VRW0
SLC6A4	J3KPR9
SLC6A4	J3QKP3
SLC6A4	P31645
SLC6A4	Q9NYN7
SLIT1	A6H8V1
SLIT1	O75093
SLIT1	Q5T0V0
SLIT1	Q5T0V2
SLIT1	Q5T0V4
SLK	A0A5F9ZH68
SLK	L8ECF1
SLK	Q9H2G2
SMAD3	A0A024R5Z3
SMAD3	H0YKE2
SMAD3	H0YL71
SMAD3	H0YMP2
SMAD3	H0YMY0
SMAD3	H0YNV1
SMAD3	H3BP09
SMAD3	H3BQ00
SMAD3	H3BVD1
SMAD3	P84022
SNCA	A0A669KB41
SNCA	A0A669KBH5
SNCA	D6RA31
SNCA	E7EPV7
SNCA	H6UYS0
SNCA	H6UYS5
SNCA	H6UYS7
SNCA	P37840
SNCA	Q4W5L2
SNCAIP	D6R9G8
SNCAIP	D6RBR2
SNCAIP	D6RD29
SNCAIP	D6REC1
SNCAIP	D6RFL3
SNCAIP	D6RHX3
SNCAIP	Q6L980
SNCAIP	Q6L981
SNCAIP	Q6L982
SNCAIP	Q6L983
SNCAIP	Q9Y6H5
SNCG	A9XXE1
SNCG	F8W754
SNCG	O76070
SNCG	Q6FHG5
SOAT1	B1APM4
SOAT1	P35610
SOD2	F5GXZ9
SOD2	F5GYZ5
SOD2	F5H3C5
SOD2	F5H4R2
SOD2	G5E9P6
SOD2	G8JLJ2
SOD2	P04179
SOD2	Q4ZJI1
SOD2	Q6LE88
SOD2	Q71UR9
SOD2	Q7Z7M4
SOD2	Q7Z7M5
SOD2	Q7Z7M6
SOD2	Q7Z7M7
SORCS1	A0A087WTI0
SORCS1	A0A087WTQ9
SORCS1	A0A0A0MRC2
SORCS1	A8K182
SORCS1	E6Y3F9
SORCS1	E6Y3G0
SORCS1	H7C2U3
SORCS1	Q8WY21
SORCS1	X6R7D6
SORCS2	B5MED8
SORCS2	H0Y9I2
SORCS2	L8ECI9
SORCS2	Q96PQ0
SORCS3	Q17R88
SORCS3	Q5CAJ2
SORCS3	Q86XB2
SORCS3	Q9UPU3
SORL1	A0A024R3H2
SORL1	E9PKB0
SORL1	E9PP43
SORL1	E9PPB3
SORL1	E9PS32
SORL1	L8EA23
SORL1	Q92673
SORT1	A0A0J9YVU2
SORT1	A0A0J9YVX1
SORT1	A0A0J9YX61
SORT1	A0A0J9YY30
SORT1	Q99523
SOS1	A0A2X0SG47
SOS1	A0A3G1LBG1
SOS1	C9K0N6
SOS1	G5E9C8
SOS1	Q07889
SOS1	Q53SF8
SOS1	Q8NIA3
SOS1	Q9UKX9
SOS2	A0A087X277
SOS2	A0A2X0TW17
SOS2	B7ZKT5
SOS2	G3V5W3
SOS2	Q07890
SREBF1	F6V242
SREBF1	J3QLB6
SREBF1	K7EIW8
SREBF1	K7EKR7
SREBF1	K7EMD1
SREBF1	K7EMT8
SREBF1	P36956
SREBF1	S4R3B4
SRP72	A0PJJ5
SRP72	D6RDY6
SRP72	O76094
SRP72	Q0D2M6
SRP72	Q86X80
SRP72	R4GNC1
SRP72	V9HWK0
SST	P61278
SUPV3L1	B1AR60
SUPV3L1	Q8IYB8
SYN3	A0A024R1I8
SYN3	A0A087WTG8
SYN3	A0A0A0MR68
SYN3	A6ZJ82
SYN3	O14994
SYN3	Q17R54
SYN3	Q4TT46
TACR2	A0A087WZ80
TACR2	A6NEW7
TACR2	P21452
TANC2	J3KRP9
TANC2	J3KTM5
TANC2	J3QQY7
TANC2	J3QRF0
TANC2	Q9HCD6
TANK	E7EM55
TANK	E7EMT6
TANK	E7ENY2
TANK	E7EQA9
TANK	E7ERM9
TANK	E7EV32
TANK	E7EVA2
TANK	E7EW82
TANK	E7EWR8
TANK	E9PEK1
TANK	H7BZ28
TANK	H7C3L4
TANK	Q4ZG76
TANK	Q53TI5
TANK	Q6NW12
TAP1	A0A0S2Z4R8
TAP1	A0A0S2Z5A6
TAP1	A0A140T9T7
TAP1	L8E792
TAP1	Q03518
TAP1	Q12847
TAP1	Q12848
TAP1	Q13013
TAP1	Q16148
TAP1	Q53WZ1
TAP1	Q69DM1
TAP1	Q6QWC0
TAP1	Q6QWC1
TAP1	Q8TD77
TAP1	X5CKB3
TAP2	A0A087WYD6
TAP2	A0A0G2JLV0
TAP2	A0A140T9S0
TAP2	B6VNV2
TAP2	Q03519
TAP2	Q15547
TAP2	Q5JNW1
TAP2	Q96P38
TAP2	Q99591
TAP2	Q9UDX4
TAP2	Q9UP03
TAP2	Q9UQ60
TAP2	X5CMH5
TAPBPL	G3V1T3
TAPBPL	Q9BX59
TARDBP	A0A024R4E2
TARDBP	A0A087WTG4
TARDBP	A0A087WV68
TARDBP	A0A087WVX6
TARDBP	A0A087WW61
TARDBP	A0A087WX29
TARDBP	A0A087WX67
TARDBP	A0A087WXQ5
TARDBP	A0A087WXV3
TARDBP	A0A087WYY0
TARDBP	A0A087WZC9
TARDBP	A0A087WZM1
TARDBP	A0A087X260
TARDBP	A0A0A0MSV7
TARDBP	A0A0A0N0M3
TARDBP	A0A1W2PNU8
TARDBP	B1AKP7
TARDBP	G3V162
TARDBP	K7EJ99
TARDBP	K7EJM5
TARDBP	K7EL26
TARDBP	K7EN94
TARDBP	K7ENM9
TARDBP	Q13148
TARDBP	Q9H256
TBP	A0A1B0GVC6
TBP	H0Y6D8
TBP	P20226
TBP	Q32MN6
TBP	Q32MN7
TBP	Q6QR78
TBP	Q6UKI1
TBP	Q7Z6S4
TBP	Q7Z6S5
TCF2	P35680
TCF2	Q6FHW6
TCF7L2	A0A0A0MTL7
TCF7L2	A0A0D9SGH8
TCF7L2	A0A1B0GU84
TCF7L2	A0A1B0GUV5
TCF7L2	A0A1B0GVE1
TCF7L2	A0A2Z5HTM8
TCF7L2	A0A2Z5HTN9
TCF7L2	B5BU30
TCF7L2	C6ZRJ6
TCF7L2	C6ZRJ7
TCF7L2	C6ZRK5
TCF7L2	E2GH13
TCF7L2	E2GH15
TCF7L2	E2GH16
TCF7L2	E2GH18
TCF7L2	E2GH23
TCF7L2	E2GH26
TCF7L2	H0YEE5
TCF7L2	Q5JRY3
TCF7L2	Q5JRY4
TCF7L2	Q5JRY5
TCF7L2	Q5VVR5
TCF7L2	Q5VVR7
TCF7L2	Q5VVR8
TCF7L2	Q6FHW4
TCF7L2	Q9NQB0
TCN1	P20061
TCN2	B5MBX2
TCN2	F8WE86
TCN2	P20062
TET1	Q8NFU7
TF	A0PJA6
TF	B4DHZ6
TF	C9JB55
TF	C9JVG0
TF	F8WC57
TF	F8WCI6
TF	F8WEK9
TF	H7C5E8
TF	P02787
TF	Q06AH7
TFAM	E5KSU5
TFAM	H7BYN3
TFAM	L8ECA1
TFAM	Q00059
TFAM	Q05D31
TFAM	Q3SX57
TFAM	Q6LES8
TFCP2	A0A024R120
TFCP2	F8VWL0
TFCP2	F8VX55
TFCP2	Q12800
TGFB1	A0A024R0P8
TGFB1	A0A078BBI5
TGFB1	A0A078BC11
TGFB1	A0A078BCH8
TGFB1	A0A078BCJ0
TGFB1	A0A078BFK3
TGFB1	A0A499FJK2
TGFB1	B2C8Z3
TGFB1	M0R2S0
TGFB1	P01137
TGFB1	Q49IK8
TGFB1	Q49IL8
TGFB1	Q7Z487
TGFB1	Q7Z488
TGFB1	Q86YU2
TGM4	B4YUQ1
TGM4	B4YUQ2
TGM4	B4YUQ3
TGM4	F8WCU8
TGM4	O75320
TGM4	P49221
THRA	A0A0R5RI31
THRA	A0A0R5RI36
THRA	A0A0R5RI44
THRA	A0A0R5RI47
THRA	A0A0R5RI63
THRA	J3KTF3
THRA	J3QR26
THRA	J3QRA9
THRA	J3QRW5
THRA	P10827
THRA	Q6FH41
TIMP1	H0Y789
TIMP1	P01033
TIMP1	Q58P21
TIMP1	Q5H9A7
TIMP1	Q5H9B4
TIMP1	Q5H9B5
TIMP1	Q6FGX5
TLL2	Q9Y6L7
TLR4	A0A2R8Y7P4
TLR4	A0A3Q8PZA0
TLR4	A0A7D5XLN4
TLR4	D1CS55
TLR4	D2JYI2
TLR4	D2JYI3
TLR4	D2JYI4
TLR4	D2JYI5
TLR4	D2JYI6
TLR4	D2JYI7
TLR4	D2JYI8
TLR4	D2JYI9
TLR4	O00206
TM4SF5	O14894
TM4SF5	Q6FHF6
TMC5	F5GYU8
TMC5	H3BN68
TMC5	I3L0P3
TMC5	I3L469
TMC5	Q6UXY8
TMED8	Q6PL24
TMEM132C	Q8N3T6
TMEM63C	A0A024R6B3
TMEM63C	G3V2V1
TMEM63C	G3V3H0
TMEM63C	G3V3S4
TMEM63C	G3V3S9
TMEM63C	G3V4J5
TMEM63C	Q9P1W3
TNF	A0A0G2YPN5
TNF	A0A140T922
TNF	B5BUQ6
TNF	C1K3N5
TNF	P01375
TNF	Q5STB3
TNFRSF14	A0A024R052
TNFRSF14	A0A0D9SF52
TNFRSF14	B9A034
TNFRSF14	F6Q0M4
TNFRSF14	F6UPZ7
TNFRSF14	Q92956
TNFRSF1A	F5GWJ4
TNFRSF1A	F5H061
TNFRSF1A	F5H4T5
TNFRSF1A	F5H6V7
TNFRSF1A	F5H6Z2
TNFRSF1A	F5H7N1
TNFRSF1A	F5H8A6
TNFRSF1A	J9PH39
TNFRSF1A	P19438
TNFRSF1A	Q6Y4Q7
TNFRSF1B	A0A0K1RN68
TNFRSF1B	B5A977
TNFRSF1B	P20333
TNFRSF1B	Q8IVS6
TNFRSF4	A0A024R0B2
TNFRSF4	P43489
TNFRSF8	A5D8T4
TNFRSF8	D6RAG8
TNFRSF8	P28908
TNFRSF8	Q6GMU3
TNK1	I3L334
TNK1	L8E7K1
TNK1	Q13470
TNK1	U3KPR9
TNMD	Q9H2S6
TOMM40	K7EJ57
TOMM40	K7EKG4
TOMM40	K7EKG6
TOMM40	O96008
TP53	A0A087WT22
TP53	A0A087WXZ1
TP53	A0A087X1Q1
TP53	A0A0A0U7X4
TP53	A0A0M4B4Y9
TP53	A0A0R9RRX7
TP53	A0A0U1RQC9
TP53	A0A1B1PFC7
TP53	A0A1B1PFD4
TP53	A0A1D8V7A7
TP53	A0A218MJB0
TP53	A0A218MJC8
TP53	A0A218MJD5
TP53	A0A218MJD9
TP53	A0A218MJE1
TP53	A0A218MJE5
TP53	A0A218MJF3
TP53	A0A346XLN8
TP53	A0A346XLN9
TP53	A0A346XLP0
TP53	A0A346XLP1
TP53	A0A346XLP2
TP53	A0A346XLP3
TP53	A0A346XLP5
TP53	A0A346XLP6
TP53	A0A346XLP7
TP53	A0A346XLP8
TP53	A0A346XLP9
TP53	A0A346XLQ1
TP53	A0A346XLR1
TP53	A0A346XLR9
TP53	A0A346XLS5
TP53	A0A346XLS6
TP53	A0A346XLS7
TP53	A0A346XLS8
TP53	A0A346XLS9
TP53	A0A346XLT0
TP53	A0A346XLT1
TP53	A0A346XLT2
TP53	A0A346XLT3
TP53	A0A346XLT4
TP53	A0A346XLU1
TP53	A0A346XLW0
TP53	A0A346XLW4
TP53	A0A346XLW8
TP53	A0A346XLX0
TP53	A0A346XLX2
TP53	A0A346XLX3
TP53	A0A346XLX5
TP53	A0A346XLY3
TP53	A0A346XLY6
TP53	A0A346XM05
TP53	A0A346XM06
TP53	A0A346XM22
TP53	A0A346XM28
TP53	A0A346XM34
TP53	A0A346XM38
TP53	A0A346XM39
TP53	A0A346XM40
TP53	A0A346XM43
TP53	A0A346XM49
TP53	A0A346XM50
TP53	A0A346XM51
TP53	A0A346XM56
TP53	A0A386NBZ1
TP53	A0A386NC20
TP53	A0A386NC22
TP53	A0A386NC25
TP53	A0A386NC55
TP53	A0A386NC62
TP53	A0A386NCA6
TP53	A0A386NCB1
TP53	A0A386NCU2
TP53	A0A386NCW8
TP53	A0A386NCX4
TP53	A0A386NDA8
TP53	A0A386NDB3
TP53	A0A386NFX3
TP53	A0A386NFY2
TP53	A0A386NG45
TP53	A0A386YR42
TP53	A0A3Q8QC73
TP53	A0A514TSZ1
TP53	A0A514TSZ6
TP53	A0A514TSZ9
TP53	A0A514TT08
TP53	A0A514TT13
TP53	A0A514TT20
TP53	A0A514TT23
TP53	A0A514TT34
TP53	A0A514TT40
TP53	A0A514TT49
TP53	A0A514TT50
TP53	A0A514TT61
TP53	A2I9Y7
TP53	A2I9Z0
TP53	A2I9Z1
TP53	A2I9Z2
TP53	A4GW67
TP53	A4GW74
TP53	A4GW75
TP53	A4GW76
TP53	A4GW97
TP53	A4GWB4
TP53	A4GWB5
TP53	A4GWB8
TP53	A4GWD0
TP53	B1PZ15
TP53	B4XAK8
TP53	B4XAL0
TP53	B5AKF5
TP53	B5AKF6
TP53	B5AKF7
TP53	D5KL86
TP53	D5KL87
TP53	D5KL88
TP53	D5KL89
TP53	D5KL90
TP53	E2G6R5
TP53	E5RMA8
TP53	E7EMR6
TP53	E7EQX7
TP53	E7ESS1
TP53	E9PCY9
TP53	E9PFT5
TP53	G4Y083
TP53	H2EHT1
TP53	I3L0W9
TP53	J3KP33
TP53	K7PPA8
TP53	K7PPU4
TP53	L0ENF7
TP53	L0ENG6
TP53	L0ENG9
TP53	L0EP82
TP53	L0EP99
TP53	L0EPV7
TP53	L0EPW3
TP53	L0EPX4
TP53	L0EPY0
TP53	L0EPZ1
TP53	L0EQ03
TP53	L0EQ05
TP53	L0EQ52
TP53	L0EQ89
TP53	L0EQ92
TP53	L0EQE2
TP53	L0EQJ1
TP53	L0EQP1
TP53	L0EQP9
TP53	L0EQQ9
TP53	L0EQS1
TP53	L0EQT1
TP53	L0EQU5
TP53	L0EQV3
TP53	L0EQX3
TP53	L0EQX9
TP53	L0EQY4
TP53	L0ERB4
TP53	L0ERI9
TP53	L0ERJ3
TP53	L0ERK8
TP53	L0ERL2
TP53	L0ERS6
TP53	L0ES54
TP53	L0ES73
TP53	L0ES92
TP53	L0ESB7
TP53	L0ESQ5
TP53	P04637
TP53	Q0ZAJ9
TP53	Q0ZAK0
TP53	Q0ZAK1
TP53	Q19RW5
TP53	Q19RW6
TP53	Q1HGV0
TP53	Q1HGV1
TP53	Q1HGV2
TP53	Q1HGV3
TP53	Q1MSW8
TP53	Q1MSW9
TP53	Q1MSX0
TP53	Q2XSC7
TP53	Q761V2
TP53	S4R334
TP53	S5LJ04
TP53	S5LJ49
TP53	S5LJ61
TP53	S5LMC6
TP53	S5LME3
TP53	S5LMG1
TP53	S5LMI5
TP53	S5LQQ1
TP53	S5LQU3
TP53	S5LQU8
TP53	S5LQX7
TP53	S5M207
TP53	S5M224
TP53	S5M706
TP53	S5M713
TP53	U6BGT3
TP53	U6BHT9
TP53	U6BHU6
TP53	U6BI14
TP53	U6BKV7
TP63	A0A0S2Z4N5
TP63	A0A0S2Z4N6
TP63	A0A141PNN3
TP63	A0A141PNN4
TP63	C9D7C9
TP63	C9D7D0
TP63	C9JW72
TP63	Q9H3D4
TP73	A0A0C4DFW9
TP73	A1PQX5
TP73	O15350
TP73	Q8WXG0
TPH1	B3VRW5
TPH1	B3VRX0
TPH1	B3VRX5
TPH1	B3VRY0
TPH1	B3VRY5
TPH1	B3VRZ0
TPH1	B3VRZ5
TPH1	B3VS00
TPH1	B3VS05
TPH1	B3VS10
TPH1	E7EMX4
TPH1	E9PR49
TPH1	P17752
TPH1	Q08EN2
TRAF2	A0A024R8H5
TRAF2	B1AMX7
TRAF2	B1AMX8
TRAF2	B1AMY1
TRAF2	E5KBQ3
TRAF2	Q12933
TANK,TRAF2	Q92844
TRAK2	O60296
TRAK2	Q53RS6
TRAK2	Q8IU62
TREM2	E3WHI5
TREM2	Q5TCX1
TREM2	Q9NZC2
TRPC4AP	L8E890
TRPC4AP	Q8TEL6
TSPAN15	H7C285
TSPAN15	O95858
TTR	A0A087WT59
TTR	A0A087WV45
TTR	E9KL36
TTR	P02766
TTR	Q13736
TTR	Q13739
TTR	V9GZJ0
TUBB	P07437
TUBB	Q5JP53
TUBB	Q5ST81
TUBB	Q5SU16
TUBB	Q6P602
TUBB	Q96B85
TUBB	Q9BUU9
UBD	A0A0G2JH67
UBD	O15205
UBE2D1	A0A024QZJ2
UBE2D1	A0A087WW00
UBE2D1	P51668
UBE2I	B0QYN7
UBE2I	H3BPC4
UBE2I	H3BQQ9
UBE2I	H3BRD1
UBE2I	P63279
UBE2I	Q7KZS0
UBQLN1	A0A024R258
UBQLN1	H0YDS0
UBQLN1	H0YEZ9
UBQLN1	Q9UMX0
UCHL1	A6NLJ7
UCHL1	D6R956
UCHL1	D6R974
UCHL1	D6RE83
UCHL1	D6RF53
UCHL1	D6RJD9
UCHL1	P09936
UCP2	A0A024R5N5
UCP2	F5GX45
UCP2	F5H312
UCP2	H0YFQ0
UCP2	P55851
USF1	A0A0S2Z4U5
USF1	B1AQP1
USF1	E9PJ52
USF1	E9PME6
USF1	E9PQA2
USF1	H0YD59
USF1	P22415
USF2	B4DLJ1
USF2	M0QXT0
USF2	M0QY46
USF2	M0QYU7
USF2	M0QZ39
USF2	M0R1C6
USF2	Q15853
USF2	V9GYR5
VCL	A0A024QZN4
VCL	A0A096LPE1
VCL	P18206
VCL	V9HWK2
VCP	C9IZA5
VCP	C9JUP7
VCP	P55072
VCP	Q0IIN5
VCP	Q96IF9
VCP	Q9HAP0
VCP	Q9HAP1
VDR	A0A223ZRY6
VDR	A0A224A4N4
VDR	A0A4P8L6U7
VDR	A0A5K1VW50
VDR	F1D8P8
VDR	F8VPF8
VDR	F8VRJ4
VDR	F8VVY8
VDR	F8VXQ9
VDR	P11473
VDR	Q6SZ90
VDR	Q6T928
VDR	T1WRW3
VDR	T1WSH6
VDR	T1WSQ6
VEGF	A0A024RD33
VEGF	A0A024RD37
VEGF	P15692
VEGF	Q6WZM0
VEGF	Q9UNS8
VLDLR	P98155
VLDLR	Q5VVF5
VLDLR	Q5VVF8
VPS26A	O75436
VPS26A	S4R2Y3
VPS26A	S4R3Q6
VPS35	A0A1W2PP10
VPS35	A0A3B3ITD4
VPS35	H3BRJ7
VPS35	I3L4S0
VPS35	Q96QK1
WNT8B	A0A384NKY7
WNT8B	Q93098
WRN	A0A494C0M3
WRN	A0A494C0Y6
WRN	Q14191
WWC1	H0YAU4
WWC1	H0YBE8
WWC1	H3BLZ3
WWC1	L8E9S6
WWC1	Q8IX03
XRCC1	A0A024R0S8
XRCC1	F5H8D7
XRCC1	L7QJP1
XRCC1	M0QYS5
XRCC1	M0QZ96
XRCC1	M0R0D2
XRCC1	M0R1U8
XRCC1	M4WET6
XRCC1	M4WFF9
XRCC1	M4WIP6
XRCC1	P18887
XRCC1	V9VB20
YWHAZ	B0AZS6
YWHAZ	B7Z2E6
YWHAZ	D0PNI1
YWHAZ	E5RGE1
YWHAZ	E5RIR4
YWHAZ	E7ESK7
YWHAZ	E7EVZ2
YWHAZ	E7EX29
YWHAZ	E9PD24
YWHAZ	H0YB80
YWHAZ	P63104
ZNF202	A0A024R3M3
ZNF202	A0A1D5RMT9
ZNF202	E9PJL4
ZNF202	E9PM99
ZNF202	O95125
ZNF292	E5RFE6
ZNF292	E5RJG2
ZNF292	H0YAU0
ZNF292	H0YB79
ZNF292	J3KNV1
ZNF292	O60281
ZNF292	Q6P495
ZWINT	A0A024QZJ1
ZWINT	A0A024QZN5
ZWINT	A6NH27
ZWINT	O95229
ZWINT	R4GMS7
